t,y,vy,ay
201.762,,,
201.783,,,
201.804,,,
201.826,,,
201.847,,,
201.869,,,
201.890,,,
201.911,,,
201.933,,,
201.954,,,
201.975,,,
201.997,,,
202.018,,,
202.039,,,
202.061,,,
202.082,,,
202.103,,,
202.125,,,
202.146,,,
202.168,,,
202.189,,,
202.210,,,
202.232,,,
202.253,,,
202.274,,,
202.296,,,
202.317,,,
202.338,,,
202.360,,,
202.381,,,
202.402,,,
202.424,,,
202.445,,,
202.467,-17.92,-0.161,
202.488,,,
202.509,,,
202.531,,,
202.552,,,
202.573,,,
202.595,,,
202.616,,,
202.637,,,
202.659,,,
202.680,,,
202.701,,,
202.723,,,
202.744,,,
202.766,,,
202.787,,,
202.808,,,
202.830,,,
202.851,,,
202.872,,,
202.894,,,
202.915,,,
202.936,,,
202.958,,,
202.979,,,
203.000,,,
203.022,,,
203.043,,,
203.065,,,
203.086,,,
203.107,,,
203.129,,,
203.150,,,
203.171,,,
203.193,,,
203.214,,,
203.235,,,
203.257,,,
203.278,,,
203.299,,,
203.321,-18.09,,
