t,y,vy,ay
80.730,,,
80.752,,,
80.773,,,
80.794,,,
80.816,,,
80.837,,,
80.858,,,
80.880,,,
80.901,,,
80.923,,,
80.944,,,
80.965,,,
80.987,,,
81.008,,,
81.029,,,
81.051,,,
81.072,,,
81.093,,,
81.115,,,
81.136,,,
81.157,-10.26,-5.348E-2,1.740E-2
81.179,,,
81.200,,,
81.222,,,
81.243,,,
81.264,,,
81.286,,,
81.307,,,
81.328,,,
81.350,,,
81.371,,,
81.392,,,
81.414,,,
81.435,,,
81.456,,,
81.478,,,
81.499,,,
81.521,,,
81.542,,,
81.563,,,
81.585,,,
81.606,,,
81.627,,,
81.649,,,
81.670,,,
81.691,,,
81.713,,,
81.734,,,
81.755,,,
81.777,,,
81.798,,,
81.820,,,
81.841,,,
81.862,,,
81.884,,,
81.905,,,
81.926,,,
81.948,,,
81.969,,,
81.990,,,
82.012,-10.30,-6.672E-2,4.395E-3
82.033,,,
82.054,,,
82.076,,,
82.097,,,
82.119,,,
82.140,,,
82.161,,,
82.183,,,
82.204,,,
82.225,,,
82.247,,,
82.268,,,
82.289,,,
82.311,,,
82.332,,,
82.353,,,
82.375,,,
82.396,,,
82.418,,,
82.439,,,
82.460,,,
82.482,,,
82.503,,,
82.524,,,
82.546,,,
82.567,,,
82.588,,,
82.610,,,
82.631,,,
82.652,,,
82.674,,,
82.695,,,
82.717,,,
82.738,,,
82.759,,,
82.781,,,
82.802,,,
82.823,,,
82.845,,,
82.866,-10.37,-5.363E-2,1.748E-2
82.887,,,
82.909,,,
82.930,,,
82.951,,,
82.973,,,
82.994,,,
83.016,,,
83.037,,,
83.058,,,
83.080,,,
83.101,,,
83.122,,,
83.144,,,
83.165,,,
83.186,,,
83.208,,,
83.229,,,
83.250,,,
83.272,,,
83.293,,,
83.315,,,
83.336,,,
83.357,,,
83.379,,,
83.400,,,
83.421,,,
83.443,,,
83.464,,,
83.485,,,
83.507,,,
83.528,,,
83.549,,,
83.571,,,
83.592,,,
83.614,,,
83.635,,,
83.656,,,
83.678,,,
83.699,,,
83.720,-10.40,-2.671E-2,3.345E-5
83.742,,,
83.763,,,
83.784,,,
83.806,,,
83.827,,,
83.848,,,
83.870,,,
83.891,,,
83.913,,,
83.934,,,
83.955,,,
83.977,,,
83.998,,,
84.019,,,
84.041,,,
84.062,,,
84.083,,,
84.105,,,
84.126,,,
84.147,,,
84.169,,,
84.190,,,
84.212,,,
84.233,,,
84.254,,,
84.276,,,
84.297,,,
84.318,,,
84.340,,,
84.361,,,
84.382,,,
84.404,,,
84.425,,,
84.446,,,
84.468,,,
84.489,,,
84.511,,,
84.532,,,
84.553,,,
84.575,-10.42,-5.490E-2,-1.782E-2
84.596,,,
84.617,,,
84.639,,,
84.660,,,
84.681,,,
84.703,,,
84.724,,,
84.745,,,
84.767,,,
84.788,,,
84.810,,,
84.831,,,
84.852,,,
84.874,,,
84.895,,,
84.916,,,
84.938,,,
84.959,,,
84.980,,,
85.002,,,
85.023,,,
85.044,,,
85.066,,,
85.087,,,
85.109,,,
85.130,,,
85.151,,,
85.173,,,
85.194,,,
85.215,,,
85.237,,,
85.258,,,
85.279,,,
85.301,,,
85.322,,,
85.343,,,
85.365,,,
85.386,,,
85.408,,,
85.429,-10.49,-6.803E-2,-1.323E-2
85.450,,,
85.472,,,
85.493,,,
85.514,,,
85.536,,,
85.557,,,
85.578,,,
85.600,,,
85.621,,,
85.642,,,
85.664,,,
85.685,,,
85.707,,,
85.728,,,
85.749,,,
85.771,,,
85.792,,,
85.813,,,
85.835,,,
85.856,,,
85.877,,,
85.899,,,
85.920,,,
85.941,,,
85.963,,,
85.984,,,
86.006,,,
86.027,,,
86.048,,,
86.070,,,
86.091,,,
86.112,,,
86.134,,,
86.155,,,
86.176,,,
86.198,,,
86.219,,,
86.240,,,
86.262,,,
86.283,-10.54,-6.541E-2,-4.496E-3
86.305,,,
86.326,,,
86.347,,,
86.369,,,
86.390,,,
86.411,,,
86.433,,,
86.454,,,
86.475,,,
86.497,,,
86.518,,,
86.539,,,
86.561,,,
86.582,,,
86.604,,,
86.625,,,
86.646,,,
86.668,,,
86.689,,,
86.710,,,
86.732,,,
86.753,,,
86.774,,,
86.796,,,
86.817,,,
86.838,,,
86.860,,,
86.881,,,
86.903,,,
86.924,,,
86.945,,,
86.967,,,
86.988,,,
87.009,,,
87.031,,,
87.052,,,
87.073,,,
87.095,,,
87.116,,,
87.138,-10.61,-8.022E-2,-8.953E-3
87.159,,,
87.180,,,
87.202,,,
87.223,,,
87.244,,,
87.266,,,
87.287,,,
87.308,,,
87.330,,,
87.351,,,
87.372,,,
87.394,,,
87.415,,,
87.437,,,
87.458,,,
87.479,,,
87.501,,,
87.522,,,
87.543,,,
87.565,,,
87.586,,,
87.607,,,
87.629,,,
87.650,,,
87.671,,,
87.693,,,
87.714,,,
87.736,,,
87.757,,,
87.778,,,
87.800,,,
87.821,,,
87.842,,,
87.864,,,
87.885,,,
87.906,,,
87.928,,,
87.949,,,
87.970,,,
87.992,-10.68,-8.382E-2,0.000
88.013,,,
88.035,,,
88.056,,,
88.077,,,
88.099,,,
88.120,,,
88.141,,,
88.163,,,
88.184,,,
88.205,,,
88.227,,,
88.248,,,
88.269,,,
88.291,,,
88.312,,,
88.334,,,
88.355,,,
88.376,,,
88.398,,,
88.419,,,
88.440,,,
88.462,,,
88.483,,,
88.504,,,
88.526,,,
88.547,,,
88.568,,,
88.590,,,
88.611,,,
88.633,,,
88.654,,,
88.675,,,
88.697,,,
88.718,,,
88.739,,,
88.761,,,
88.782,,,
88.803,,,
88.825,,,
88.846,-10.75,-8.341E-2,0.000
88.867,,,
88.889,,,
88.910,,,
88.932,,,
88.953,,,
88.974,,,
88.996,,,
89.017,,,
89.038,,,
89.060,,,
89.081,,,
89.102,,,
89.124,,,
89.145,,,
89.166,,,
89.188,,,
89.209,,,
89.231,,,
89.252,,,
89.273,,,
89.295,,,
89.316,,,
89.337,,,
89.359,,,
89.380,,,
89.401,,,
89.423,,,
89.444,,,
89.465,,,
89.487,,,
89.508,,,
89.530,,,
89.551,,,
89.572,,,
89.594,,,
89.615,,,
89.636,,,
89.658,,,
89.679,,,
89.700,-10.82,-8.316E-2,-9.448E-3
89.722,,,
89.743,,,
89.764,,,
89.786,,,
89.807,,,
89.829,,,
89.850,,,
89.871,,,
89.893,,,
89.914,,,
89.935,,,
89.957,,,
89.978,,,
89.999,,,
90.021,,,
90.042,,,
90.063,,,
90.085,,,
90.106,,,
90.128,,,
90.149,,,
90.170,,,
90.192,,,
90.213,,,
90.234,,,
90.256,,,
90.277,,,
90.298,,,
90.320,,,
90.341,,,
90.362,,,
90.384,,,
90.405,,,
90.427,,,
90.448,,,
90.469,,,
90.491,,,
90.512,,,
90.533,,,
90.555,-10.89,-9.702E-2,4.569E-3
90.576,,,
90.597,,,
90.619,,,
90.640,,,
90.661,,,
90.683,,,
90.704,,,
90.726,,,
90.747,,,
90.768,,,
90.790,,,
90.811,,,
90.832,,,
90.854,,,
90.875,,,
90.896,,,
90.918,,,
90.939,,,
90.960,,,
90.982,,,
91.003,,,
91.025,,,
91.046,,,
91.067,,,
91.089,,,
91.110,,,
91.131,,,
91.153,,,
91.174,,,
91.195,,,
91.217,,,
91.238,,,
91.259,,,
91.281,,,
91.302,,,
91.324,,,
91.345,,,
91.366,,,
91.388,,,
91.409,-10.98,-8.068E-2,1.819E-2
91.430,,,
91.452,,,
91.473,,,
91.494,,,
91.516,,,
91.537,,,
91.558,,,
91.580,,,
91.601,,,
91.623,,,
91.644,,,
91.665,,,
91.687,,,
91.708,,,
91.729,,,
91.751,,,
91.772,,,
91.793,,,
91.815,,,
91.836,,,
91.857,,,
91.879,,,
91.900,,,
91.922,,,
91.943,,,
91.964,,,
91.986,,,
92.007,,,
92.028,,,
92.050,,,
92.071,,,
92.092,,,
92.114,,,
92.135,,,
92.156,,,
92.178,,,
92.199,,,
92.221,,,
92.242,,,
92.263,-11.03,-5.353E-2,1.808E-2
92.285,,,
92.306,,,
92.327,,,
92.349,,,
92.370,,,
92.391,,,
92.413,,,
92.434,,,
92.455,,,
92.477,,,
92.498,,,
92.520,,,
92.541,,,
92.562,,,
92.584,,,
92.605,,,
92.626,,,
92.648,,,
92.669,,,
92.690,,,
92.712,,,
92.733,,,
92.754,,,
92.776,,,
92.797,,,
92.819,,,
92.840,,,
92.861,,,
92.883,,,
92.904,,,
92.925,,,
92.947,,,
92.968,,,
92.989,,,
93.011,,,
93.032,,,
93.053,,,
93.075,,,
93.096,,,
93.118,-11.07,-5.484E-2,0.000
93.139,,,
93.160,,,
93.182,,,
93.203,,,
93.224,,,
93.246,,,
93.267,,,
93.288,,,
93.310,,,
93.331,,,
93.352,,,
93.374,,,
93.395,,,
93.417,,,
93.438,,,
93.459,,,
93.481,,,
93.502,,,
93.523,,,
93.545,,,
93.566,,,
93.587,,,
93.609,,,
93.630,,,
93.651,,,
93.673,,,
93.694,,,
93.716,,,
93.737,,,
93.758,,,
93.780,,,
93.801,,,
93.822,,,
93.844,,,
93.865,,,
93.886,,,
93.908,,,
93.929,,,
93.950,,,
93.972,-11.12,-5.571E-2,1.849E-2
93.993,,,
94.015,,,
94.036,,,
94.057,,,
94.079,,,
94.100,,,
94.121,,,
94.143,,,
94.164,,,
94.185,,,
94.207,,,
94.228,,,
94.249,,,
94.271,,,
94.292,,,
94.314,,,
94.335,,,
94.356,,,
94.378,,,
94.399,,,
94.420,,,
94.442,,,
94.463,,,
94.484,,,
94.506,,,
94.527,,,
94.548,,,
94.570,,,
94.591,,,
94.613,,,
94.634,,,
94.655,,,
94.677,,,
94.698,,,
94.719,,,
94.741,,,
94.762,,,
94.783,,,
94.805,,,
94.826,-11.17,-2.750E-2,2.746E-2
94.847,,,
94.869,,,
94.890,,,
94.912,,,
94.933,,,
94.954,,,
94.976,,,
94.997,,,
95.018,,,
95.040,,,
95.061,,,
95.082,,,
95.104,,,
95.125,,,
95.146,,,
95.168,,,
95.189,,,
95.211,,,
95.232,,,
95.253,,,
95.275,,,
95.296,,,
95.317,,,
95.339,,,
95.360,,,
95.381,,,
95.403,,,
95.424,,,
95.445,,,
95.467,,,
95.488,,,
95.510,,,
95.531,,,
95.552,,,
95.574,,,
95.595,,,
95.616,,,
95.638,,,
95.659,,,
95.680,-11.17,0.000,9.200E-3
95.702,,,
95.723,,,
95.744,,,
95.766,,,
95.787,,,
95.809,,,
95.830,,,
95.851,,,
95.873,,,
95.894,,,
95.915,,,
95.937,,,
95.958,,,
95.979,,,
96.001,,,
96.022,,,
96.043,,,
96.065,,,
96.086,,,
96.108,,,
96.129,,,
96.150,,,
96.172,,,
96.193,,,
96.214,,,
96.236,,,
96.257,,,
96.278,,,
96.300,,,
96.321,,,
96.342,,,
96.364,,,
96.385,,,
96.407,,,
96.428,,,
96.449,,,
96.471,,,
96.492,,,
96.513,,,
96.535,-11.17,-1.364E-2,-4.654E-3
96.556,,,
96.577,,,
96.599,,,
96.620,,,
96.641,,,
96.663,,,
96.684,,,
96.706,,,
96.727,,,
96.748,,,
96.770,,,
96.791,,,
96.812,,,
96.834,,,
96.855,,,
96.876,,,
96.898,,,
96.919,,,
96.940,,,
96.962,,,
96.983,,,
97.005,,,
97.026,,,
97.047,,,
97.069,,,
97.090,,,
97.111,,,
97.133,,,
97.154,,,
97.175,,,
97.197,,,
97.218,,,
97.239,,,
97.261,,,
97.282,,,
97.304,,,
97.325,,,
97.346,,,
97.368,,,
97.389,-11.19,-1.417E-2,4.659E-3
97.410,,,
97.432,,,
97.453,,,
97.474,,,
97.496,,,
97.517,,,
97.538,,,
97.560,,,
97.581,,,
97.603,,,
97.624,,,
97.645,,,
97.667,,,
97.688,,,
97.709,,,
97.731,,,
97.752,,,
97.773,,,
97.795,,,
97.816,,,
97.837,,,
97.859,,,
97.880,,,
97.902,,,
97.923,,,
97.944,,,
97.966,,,
97.987,,,
98.008,,,
98.030,,,
98.051,,,
98.072,,,
98.094,,,
98.115,,,
98.136,,,
98.158,,,
98.179,,,
98.201,,,
98.222,,,
98.243,-11.19,0.000,-9.420E-3
98.265,,,
98.286,,,
98.307,,,
98.329,,,
98.350,,,
98.371,,,
98.393,,,
98.414,,,
98.435,,,
98.457,,,
98.478,,,
98.500,,,
98.521,,,
98.542,,,
98.564,,,
98.585,,,
98.606,,,
98.628,,,
98.649,,,
98.670,,,
98.692,,,
98.713,,,
98.734,,,
98.756,,,
98.777,,,
98.799,,,
98.820,,,
98.841,,,
98.863,,,
98.884,,,
98.905,,,
98.927,,,
98.948,,,
98.969,,,
98.991,,,
99.012,,,
99.033,,,
99.055,,,
99.076,,,
99.098,-11.19,-2.713E-2,-1.890E-2
99.119,,,
99.140,,,
99.162,,,
99.183,,,
99.204,,,
99.226,,,
99.247,,,
99.268,,,
99.290,,,
99.311,,,
99.332,,,
99.354,,,
99.375,,,
99.397,,,
99.418,,,
99.439,,,
99.461,,,
99.482,,,
99.503,,,
99.525,,,
99.546,,,
99.567,,,
99.589,,,
99.610,,,
99.631,,,
99.653,,,
99.674,,,
99.696,,,
99.717,,,
99.738,,,
99.760,,,
99.781,,,
99.802,,,
99.824,,,
99.845,,,
99.866,,,
99.888,,,
99.909,,,
99.930,,,
99.952,-11.24,-4.150E-2,-1.399E-2
99.973,,,
99.995,,,
100.016,,,
100.037,,,
100.059,,,
100.080,,,
100.101,,,
100.123,,,
100.144,,,
100.165,,,
100.187,,,
100.208,,,
100.229,,,
100.251,,,
100.272,,,
100.294,,,
100.315,,,
100.336,,,
100.358,,,
100.379,,,
100.400,,,
100.422,,,
100.443,,,
100.464,,,
100.486,,,
100.507,,,
100.528,,,
100.550,,,
100.571,,,
100.593,,,
100.614,,,
100.635,,,
100.657,,,
100.678,,,
100.699,,,
100.721,,,
100.742,,,
100.763,,,
100.785,,,
100.806,-11.26,-4.208E-2,-4.632E-3
100.827,,,
100.849,,,
100.870,,,
100.892,,,
100.913,,,
100.934,,,
100.956,,,
100.977,,,
100.998,,,
101.020,,,
101.041,,,
101.062,,,
101.084,,,
101.105,,,
101.126,,,
101.148,,,
101.169,,,
101.191,,,
101.212,,,
101.233,,,
101.255,,,
101.276,,,
101.297,,,
101.319,,,
101.340,,,
101.361,,,
101.383,,,
101.404,,,
101.425,,,
101.447,,,
101.468,,,
101.490,,,
101.511,,,
101.532,,,
101.554,,,
101.575,,,
101.596,,,
101.618,,,
101.639,,,
101.660,-11.31,-5.463E-2,-1.831E-2
101.682,,,
101.703,,,
101.724,,,
101.746,,,
101.767,,,
101.789,,,
101.810,,,
101.831,,,
101.853,,,
101.874,,,
101.895,,,
101.917,,,
101.938,,,
101.959,,,
101.981,,,
102.002,,,
102.023,,,
102.045,,,
102.066,,,
102.088,,,
102.109,,,
102.130,,,
102.152,,,
102.173,,,
102.194,,,
102.216,,,
102.237,,,
102.258,,,
102.280,,,
102.301,,,
102.322,,,
102.344,,,
102.365,,,
102.387,,,
102.408,,,
102.429,,,
102.451,,,
102.472,,,
102.493,,,
102.515,-11.35,-6.659E-2,-1.329E-2
102.536,,,
102.557,,,
102.579,,,
102.600,,,
102.621,,,
102.643,,,
102.664,,,
102.686,,,
102.707,,,
102.728,,,
102.750,,,
102.771,,,
102.792,,,
102.814,,,
102.835,,,
102.856,,,
102.878,,,
102.899,,,
102.920,,,
102.942,,,
102.963,,,
102.985,,,
103.006,,,
103.027,,,
103.049,,,
103.070,,,
103.091,,,
103.113,,,
103.134,,,
103.155,,,
103.177,,,
103.198,,,
103.219,,,
103.241,,,
103.262,,,
103.284,,,
103.305,,,
103.326,,,
103.348,,,
103.369,-11.42,-7.938E-2,8.791E-3
103.390,,,
103.412,,,
103.433,,,
103.454,,,
103.476,,,
103.497,,,
103.518,,,
103.540,,,
103.561,,,
103.583,,,
103.604,,,
103.625,,,
103.647,,,
103.668,,,
103.689,,,
103.711,,,
103.732,,,
103.753,,,
103.775,,,
103.796,,,
103.817,,,
103.839,,,
103.860,,,
103.882,,,
103.903,,,
103.924,,,
103.946,,,
103.967,,,
103.988,,,
104.010,,,
104.031,,,
104.052,,,
104.074,,,
104.095,,,
104.116,,,
104.138,,,
104.159,,,
104.181,,,
104.202,,,
104.223,-11.49,-5.384E-2,9.084E-3
104.245,,,
104.266,,,
104.287,,,
104.309,,,
104.330,,,
104.351,,,
104.373,,,
104.394,,,
104.415,,,
104.437,,,
104.458,,,
104.480,,,
104.501,,,
104.522,,,
104.544,,,
104.565,,,
104.586,,,
104.608,,,
104.629,,,
104.650,,,
104.672,,,
104.693,,,
104.715,,,
104.736,,,
104.757,,,
104.779,,,
104.800,,,
104.821,,,
104.843,,,
104.864,,,
104.885,,,
104.907,,,
104.928,,,
104.949,,,
104.971,,,
104.992,,,
105.014,,,
105.035,,,
105.056,,,
105.078,-11.52,-5.605E-2,-8.970E-3
105.099,,,
105.120,,,
105.142,,,
105.163,,,
105.184,,,
105.206,,,
105.227,,,
105.248,,,
105.270,,,
105.291,,,
105.313,,,
105.334,,,
105.355,,,
105.377,,,
105.398,,,
105.419,,,
105.441,,,
105.462,,,
105.483,,,
105.505,,,
105.526,,,
105.547,,,
105.569,,,
105.590,,,
105.612,,,
105.633,,,
105.654,,,
105.676,,,
105.697,,,
105.718,,,
105.740,,,
105.761,,,
105.782,,,
105.804,,,
105.825,,,
105.846,,,
105.868,,,
105.889,,,
105.911,,,
105.932,-11.59,-8.154E-2,-9.137E-3
105.953,,,
105.975,,,
105.996,,,
106.017,,,
106.039,,,
106.060,,,
106.081,,,
106.103,,,
106.124,,,
106.145,,,
106.167,,,
106.188,,,
106.210,,,
106.231,,,
106.252,,,
106.274,,,
106.295,,,
106.316,,,
106.338,,,
106.359,,,
106.380,,,
106.402,,,
106.423,,,
106.444,,,
106.466,,,
106.487,,,
106.509,,,
106.530,,,
106.551,,,
106.573,,,
106.594,,,
106.615,,,
106.637,,,
106.658,,,
106.679,,,
106.701,,,
106.722,,,
106.743,,,
106.765,,,
106.786,-11.66,-6.653E-2,1.395E-2
106.808,,,
106.829,,,
106.850,,,
106.872,,,
106.893,,,
106.914,,,
106.936,,,
106.957,,,
106.978,,,
107.000,,,
107.021,,,
107.042,,,
107.064,,,
107.085,,,
107.107,,,
107.128,,,
107.149,,,
107.171,,,
107.192,,,
107.213,,,
107.235,,,
107.256,,,
107.277,,,
107.299,,,
107.320,,,
107.341,,,
107.363,,,
107.384,,,
107.406,,,
107.427,,,
107.448,,,
107.470,,,
107.491,,,
107.512,,,
107.534,,,
107.555,,,
107.576,,,
107.598,,,
107.619,,,
107.640,-11.70,-5.583E-2,8.953E-3
107.662,,,
107.683,,,
107.705,,,
107.726,,,
107.747,,,
107.769,,,
107.790,,,
107.811,,,
107.833,,,
107.854,,,
107.875,,,
107.897,,,
107.918,,,
107.939,,,
107.961,,,
107.982,,,
108.004,,,
108.025,,,
108.046,,,
108.068,,,
108.089,,,
108.110,,,
108.132,,,
108.153,,,
108.174,,,
108.196,,,
108.217,,,
108.238,,,
108.260,,,
108.281,,,
108.303,,,
108.324,,,
108.345,,,
108.367,,,
108.388,,,
108.409,,,
108.431,,,
108.452,,,
108.473,,,
108.495,-11.75,-5.489E-2,0.000
108.516,,,
108.537,,,
108.559,,,
108.580,,,
108.602,,,
108.623,,,
108.644,,,
108.666,,,
108.687,,,
108.708,,,
108.730,,,
108.751,,,
108.772,,,
108.794,,,
108.815,,,
108.836,,,
108.858,,,
108.879,,,
108.901,,,
108.922,,,
108.943,,,
108.965,,,
108.986,,,
109.007,,,
109.029,,,
109.050,,,
109.071,,,
109.093,,,
109.114,,,
109.135,,,
109.157,,,
109.178,,,
109.200,,,
109.221,,,
109.242,,,
109.264,,,
109.285,,,
109.306,,,
109.328,,,
109.349,-11.80,-5.410E-2,-1.864E-2
109.370,,,
109.392,,,
109.413,,,
109.434,,,
109.456,,,
109.477,,,
109.499,,,
109.520,,,
109.541,,,
109.563,,,
109.584,,,
109.605,,,
109.627,,,
109.648,,,
109.669,,,
109.691,,,
109.712,,,
109.733,,,
109.755,,,
109.776,,,
109.798,,,
109.819,,,
109.840,,,
109.862,,,
109.883,,,
109.904,,,
109.926,,,
109.947,,,
109.968,,,
109.990,,,
110.011,,,
110.032,,,
110.054,,,
110.075,,,
110.097,,,
110.118,,,
110.139,,,
110.161,,,
110.182,,,
110.203,-11.84,-8.308E-2,-1.811E-2
110.225,,,
110.246,,,
110.267,,,
110.289,,,
110.310,,,
110.331,,,
110.353,,,
110.374,,,
110.396,,,
110.417,,,
110.438,,,
110.460,,,
110.481,,,
110.502,,,
110.524,,,
110.545,,,
110.566,,,
110.588,,,
110.609,,,
110.630,,,
110.652,,,
110.673,,,
110.695,,,
110.716,,,
110.737,,,
110.759,,,
110.780,,,
110.801,,,
110.823,,,
110.844,,,
110.865,,,
110.887,,,
110.908,,,
110.929,,,
110.951,,,
110.972,,,
110.994,,,
111.015,,,
111.036,,,
111.058,-11.94,-9.560E-2,-1.344E-2
111.079,,,
111.100,,,
111.122,,,
111.143,,,
111.164,,,
111.186,,,
111.207,,,
111.228,,,
111.250,,,
111.271,,,
111.293,,,
111.314,,,
111.335,,,
111.357,,,
111.378,,,
111.399,,,
111.421,,,
111.442,,,
111.463,,,
111.485,,,
111.506,,,
111.527,,,
111.549,,,
111.570,,,
111.592,,,
111.613,,,
111.634,,,
111.656,,,
111.677,,,
111.698,,,
111.720,,,
111.741,,,
111.762,,,
111.784,,,
111.805,,,
111.826,,,
111.848,,,
111.869,,,
111.891,,,
111.912,-12.00,-9.244E-2,1.331E-2
111.933,,,
111.955,,,
111.976,,,
111.997,,,
112.019,,,
112.040,,,
112.061,,,
112.083,,,
112.104,,,
112.125,,,
112.147,,,
112.168,,,
112.190,,,
112.211,,,
112.232,,,
112.254,,,
112.275,,,
112.296,,,
112.318,,,
112.339,,,
112.360,,,
112.382,,,
112.403,,,
112.424,,,
112.446,,,
112.467,,,
112.489,,,
112.510,,,
112.531,,,
112.553,,,
112.574,,,
112.595,,,
112.617,,,
112.638,,,
112.659,,,
112.681,,,
112.702,,,
112.723,,,
112.745,,,
112.766,-12.10,-7.953E-2,-8.967E-3
112.788,,,
112.809,,,
112.830,,,
112.852,,,
112.873,,,
112.894,,,
112.916,,,
112.937,,,
112.958,,,
112.980,,,
113.001,,,
113.022,,,
113.044,,,
113.065,,,
113.087,,,
113.108,,,
113.129,,,
113.151,,,
113.172,,,
113.193,,,
113.215,,,
113.236,,,
113.257,,,
113.279,,,
113.300,,,
113.321,,,
113.343,,,
113.364,,,
113.386,,,
113.407,,,
113.428,,,
113.450,,,
113.471,,,
113.492,,,
113.514,,,
113.535,,,
113.556,,,
113.578,,,
113.599,,,
113.620,-12.14,-9.636E-2,1.346E-2
113.642,,,
113.663,,,
113.685,,,
113.706,,,
113.727,,,
113.749,,,
113.770,,,
113.791,,,
113.813,,,
113.834,,,
113.855,,,
113.877,,,
113.898,,,
113.919,,,
113.941,,,
113.962,,,
113.984,,,
114.005,,,
114.026,,,
114.048,,,
114.069,,,
114.090,,,
114.112,,,
114.133,,,
114.154,,,
114.176,,,
114.197,,,
114.218,,,
114.240,,,
114.261,,,
114.283,,,
114.304,,,
114.325,,,
114.347,,,
114.368,,,
114.389,,,
114.411,,,
114.432,,,
114.453,,,
114.475,-12.26,-8.318E-2,2.771E-2
114.496,,,
114.517,,,
114.539,,,
114.560,,,
114.582,,,
114.603,,,
114.624,,,
114.646,,,
114.667,,,
114.688,,,
114.710,,,
114.731,,,
114.752,,,
114.774,,,
114.795,,,
114.816,,,
114.838,,,
114.859,,,
114.881,,,
114.902,,,
114.923,,,
114.945,,,
114.966,,,
114.987,,,
115.009,,,
115.030,,,
115.051,,,
115.073,,,
115.094,,,
115.115,,,
115.137,,,
115.158,,,
115.180,,,
115.201,,,
115.222,,,
115.244,,,
115.265,,,
115.286,,,
115.308,,,
115.329,-12.28,-2.737E-2,4.593E-2
115.350,,,
115.372,,,
115.393,,,
115.414,,,
115.436,,,
115.457,,,
115.479,,,
115.500,,,
115.521,,,
115.543,,,
115.564,,,
115.585,,,
115.607,,,
115.628,,,
115.649,,,
115.671,,,
115.692,,,
115.713,,,
115.735,,,
115.756,,,
115.778,,,
115.799,,,
115.820,,,
115.842,,,
115.863,,,
115.884,,,
115.906,,,
115.927,,,
115.948,,,
115.970,,,
115.991,,,
116.012,,,
116.034,,,
116.055,,,
116.077,,,
116.098,,,
116.119,,,
116.141,,,
116.162,,,
116.183,-12.31,-1.351E-2,1.375E-2
116.205,,,
116.226,,,
116.247,,,
116.269,,,
116.290,,,
116.311,,,
116.333,,,
116.354,,,
116.376,,,
116.397,,,
116.418,,,
116.440,,,
116.461,,,
116.482,,,
116.504,,,
116.525,,,
116.546,,,
116.568,,,
116.589,,,
116.610,,,
116.632,,,
116.653,,,
116.675,,,
116.696,,,
116.717,,,
116.739,,,
116.760,,,
116.781,,,
116.803,,,
116.824,,,
116.845,,,
116.867,,,
116.888,,,
116.909,,,
116.931,,,
116.952,,,
116.974,,,
116.995,,,
117.016,,,
117.038,-12.31,0.000,-2.699E-2
117.059,,,
117.080,,,
117.102,,,
117.123,,,
117.144,,,
117.166,,,
117.187,,,
117.208,,,
117.230,,,
117.251,,,
117.273,,,
117.294,,,
117.315,,,
117.337,,,
117.358,,,
117.379,,,
117.401,,,
117.422,,,
117.443,,,
117.465,,,
117.486,,,
117.507,,,
117.529,,,
117.550,,,
117.572,,,
117.593,,,
117.614,,,
117.636,,,
117.657,,,
117.678,,,
117.700,,,
117.721,,,
117.742,,,
117.764,,,
117.785,,,
117.806,,,
117.828,,,
117.849,,,
117.871,,,
117.892,-12.31,-5.431E-2,-1.777E-2
117.913,,,
117.935,,,
117.956,,,
117.977,,,
117.999,,,
118.020,,,
118.041,,,
118.063,,,
118.084,,,
118.105,,,
118.127,,,
118.148,,,
118.170,,,
118.191,,,
118.212,,,
118.234,,,
118.255,,,
118.276,,,
118.298,,,
118.319,,,
118.340,,,
118.362,,,
118.383,,,
118.404,,,
118.426,,,
118.447,,,
118.469,,,
118.490,,,
118.511,,,
118.533,,,
118.554,,,
118.575,,,
118.597,,,
118.618,,,
118.639,,,
118.661,,,
118.682,,,
118.703,,,
118.725,,,
118.746,-12.40,-5.307E-2,9.022E-3
118.768,,,
118.789,,,
118.810,,,
118.832,,,
118.853,,,
118.874,,,
118.896,,,
118.917,,,
118.938,,,
118.960,,,
118.981,,,
119.002,,,
119.024,,,
119.045,,,
119.067,,,
119.088,,,
119.109,,,
119.131,,,
119.152,,,
119.173,,,
119.195,,,
119.216,,,
119.237,,,
119.259,,,
119.280,,,
119.301,,,
119.323,,,
119.344,,,
119.366,,,
119.387,,,
119.408,,,
119.430,,,
119.451,,,
119.472,,,
119.494,,,
119.515,,,
119.536,,,
119.558,,,
119.579,,,
119.600,-12.40,-1.355E-2,1.343E-2
119.622,,,
119.643,,,
119.665,,,
119.686,,,
119.707,,,
119.729,,,
119.750,,,
119.771,,,
119.793,,,
119.814,,,
119.835,,,
119.857,,,
119.878,,,
119.899,,,
119.921,,,
119.942,,,
119.964,,,
119.985,,,
120.006,,,
120.028,,,
120.049,,,
120.070,,,
120.092,,,
120.113,,,
120.134,,,
120.156,,,
120.177,,,
120.198,,,
120.220,,,
120.241,,,
120.263,,,
120.284,,,
120.305,,,
120.327,,,
120.348,,,
120.369,,,
120.391,,,
120.412,,,
120.433,,,
120.455,-12.42,-4.129E-2,-3.139E-2
120.476,,,
120.497,,,
120.519,,,
120.540,,,
120.562,,,
120.583,,,
120.604,,,
120.626,,,
120.647,,,
120.668,,,
120.690,,,
120.711,,,
120.732,,,
120.754,,,
120.775,,,
120.796,,,
120.818,,,
120.839,,,
120.861,,,
120.882,,,
120.903,,,
120.925,,,
120.946,,,
