t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
4.471,,0.351,-1.11E-02,-6.27E-02,1.11E-02,6.19E-05,,0.502,-2.78E-02,-0.282,2.78E-02,3.87E-04
4.488,,0.351,-1.48E-02,-0.188,1.48E-02,1.10E-04,,0.501,-3.15E-02,-9.36E-02,3.15E-02,4.97E-04
4.506,,0.35,-1.67E-02,9.40E-02,1.67E-02,1.39E-04,,0.501,-2.97E-02,-6.21E-02,2.97E-02,4.42E-04
4.523,,0.35,-1.30E-02,9.40E-02,1.30E-02,8.43E-05,,0.5,-3.34E-02,-0.188,3.36E-02,5.64E-04
4.54,,0.35,-1.11E-02,0,1.11E-02,6.19E-05,,0.5,-3.71E-02,6.21E-02,3.71E-02,6.90E-04
4.557,,0.35,-1.48E-02,-6.27E-02,1.48E-02,1.10E-04,,0.499,-3.15E-02,3.10E-02,3.15E-02,4.97E-04
4.574,,0.349,-1.30E-02,3.13E-02,1.30E-02,8.43E-05,,0.499,-3.34E-02,-0.125,3.34E-02,5.57E-04
4.592,,0.349,-1.30E-02,-3.13E-02,1.30E-02,8.43E-05,,0.498,-3.89E-02,-0.157,3.89E-02,7.58E-04
4.609,,0.349,-1.48E-02,-6.27E-02,1.48E-02,1.10E-04,,0.497,-3.71E-02,0.376,3.71E-02,6.88E-04
4.626,,0.349,-1.48E-02,0,1.48E-02,1.10E-04,,0.497,-2.78E-02,0.533,2.78E-02,3.87E-04
4.643,,0.348,-1.48E-02,-0.251,1.48E-02,1.10E-04,,0.497,-1.67E-02,0.407,1.67E-02,1.39E-04
4.66,,0.348,-2.23E-02,-6.27E-02,2.23E-02,2.48E-04,,0.496,-1.48E-02,-0.313,1.48E-02,1.10E-04
4.678,,0.348,-2.04E-02,0.156,2.04E-02,2.08E-04,,0.496,-2.60E-02,-0.313,2.60E-02,3.37E-04
4.695,,0.347,-1.30E-02,0.219,1.35E-02,9.11E-05,,0.495,-2.97E-02,-0.314,2.97E-02,4.40E-04
4.712,,0.347,-1.49E-02,-6.23E-02,1.53E-02,1.17E-04,,0.495,-3.15E-02,3.11E-02,3.16E-02,4.99E-04
4.729,,0.347,-1.48E-02,-6.23E-02,1.48E-02,1.10E-04,,0.494,-3.34E-02,-1.91E-04,3.34E-02,5.59E-04
4.746,,0.347,-1.67E-02,-9.42E-02,1.68E-02,1.41E-04,,0.494,-2.78E-02,0.157,2.79E-02,3.89E-04
4.764,,0.346,-1.86E-02,-6.29E-02,1.86E-02,1.74E-04,,0.493,-2.97E-02,-0.251,2.97E-02,4.42E-04
4.781,,0.346,-1.86E-02,1.92E-04,1.86E-02,1.74E-04,,0.493,-3.53E-02,-9.38E-02,3.53E-02,6.23E-04
4.798,,0.346,-1.86E-02,-0.126,1.86E-02,1.74E-04,,0.492,-3.53E-02,0.157,3.53E-02,6.23E-04
4.815,,0.345,-2.23E-02,-0.188,2.23E-02,2.50E-04,,0.492,-2.78E-02,3.04E-02,2.79E-02,3.89E-04
4.832,,0.345,-2.60E-02,0,2.62E-02,3.44E-04,,0.491,-3.34E-02,-0.815,3.42E-02,5.85E-04
4.85,,0.345,-2.23E-02,0.314,2.23E-02,2.49E-04,,0.491,-5.57E-02,-0.998,5.59E-02,1.56E-03
4.867,,0.344,-1.48E-02,0.188,1.48E-02,1.10E-04,,0.489,-7.04E-02,-0.303,7.08E-02,2.50E-03
4.884,,0.344,-1.48E-02,-0.126,1.48E-02,1.10E-04,,0.488,-6.46E-02,-3.97E-02,6.52E-02,2.13E-03
4.901,,0.344,-2.04E-02,-3.17E-02,2.07E-02,2.15E-04,,0.487,-6.87E-02,-0.352,6.87E-02,2.36E-03
4.918,,0.343,-1.67E-02,9.99E-02,1.71E-02,1.46E-04,,0.486,-7.99E-02,-0.376,7.99E-02,3.19E-03
4.936,,0.343,-1.57E-02,,1.57E-02,1.24E-04,,0.484,-8.46E-02,,8.46E-02,3.58E-03
4.953,,0.343,,,,,,0.483,,,,
